handle,title,title_len,title_convencion,handle_hash,seo_title,seo_title_len,meta_desc,meta_len,desc_words,desc_ficha_tecnica,desc_h2,desc_lista,desc_tabla,n_imgs,alt_vacios,alt_tipo_fichero,alt_cortos,imgs_pequenas,featured_alt,n_variantes,var_sin_barcode,var_sin_sku,var_sin_imagen,vendor,tipo,n_tags
balliu-tumbona-de-exterior-aluminio-d08586c1,Tumbona exterior aluminio alta · acceso fácil · Etna Alta,57,True,True,False,0,True,87,164,False,True,True,False,7,0,0,0,1,True,50,50,0,50,Balliu,Tumbona,3
balliu-tumbona-de-exterior-con-ruedas-aluminio-58-cm-9064b7b9,Tumbona exterior aluminio · con ruedas 58 cm · Iris,51,True,True,True,47,True,154,168,True,True,True,False,7,0,0,0,4,True,16,16,0,16,Balliu,Tumbona,3
balliu-tumbona-de-exterior-aluminio-68-cm-f7ab4da8,Tumbona exterior aluminio apilable · 68 cm · Marina,51,True,True,False,0,True,148,135,False,True,True,False,9,0,0,0,4,True,16,16,0,16,Balliu,Tumbona,3
balliu-mini-tumbona-de-exterior-aluminio-62-cm-5a6f53eb,Mini tumbona exterior aluminio plegable · 62 cm · Cannes,56,True,True,True,41,True,89,110,True,True,True,False,8,0,0,0,0,True,48,48,0,48,Balliu,Mini tumbona,3
balliu-mini-tumbona-de-exterior-madera-59-cm-fa211c70,Mini tumbona exterior madera teca plegable · 59 cm · Bristol,60,True,True,True,39,True,90,164,True,True,True,False,6,0,0,0,3,True,16,16,0,16,Balliu,Mini tumbona,3
balliu-mini-tumbona-de-exterior-aluminio-57-cm-98ab84ce,Mini tumbona exterior aluminio apilable · 57 cm · Marina,56,True,True,False,0,True,121,127,False,True,True,False,4,0,0,0,4,True,32,32,0,32,Balliu,Mini tumbona,3
balliu-cama-balinesa-exterior-aluminio-estilo-sofisticado-160-cm-2bd3a7a4,Cama balinesa exterior aluminio · estilo sofisticado | 160 cm,61,True,True,False,0,True,153,118,True,True,True,False,5,0,0,0,0,True,1,1,0,1,Balliu,Cama balinesa,3
balliu-cama-balinesa-exterior-aluminio-estilo-minimalista-198-cm-dcaf71d8,Cama balinesa exterior aluminio · estilo minimalista | 198 cm,61,True,True,False,0,True,114,120,True,True,True,False,5,0,0,0,0,True,1,1,0,1,Balliu,Cama balinesa,3
balliu-taburete-exterior-aluminio-estilo-elegante-56-cm-a66b4a0a,Taburete exterior aluminio · tejido Balliu · Etna,49,True,True,True,52,True,135,109,True,True,True,False,1,0,0,0,0,True,48,48,0,48,Balliu,Mobiliario exterior,2
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-5c88bd77,Silla exterior aluminio · tejido Balliu · Etna,46,True,True,True,60,True,135,113,True,True,True,False,10,0,0,0,3,True,48,48,0,48,Balliu,Silla,2
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-56-cm-eaf4a34a,Silla exterior aluminio alta · tejido Balliu · Etna Alta,56,True,True,True,60,True,135,114,True,True,True,False,10,0,0,0,3,True,48,48,0,48,Balliu,Silla,2
balliu-silla-exterior-resina-estilo-minimalista-484cbea0,Silla exterior resina · estilo minimalista · Duna,49,True,True,False,0,True,107,142,False,True,True,False,9,0,0,0,4,True,3,3,0,3,Balliu,Silla,2
balliu-silla-exterior-resina-estilo-clasico-57-cm-8164cc65,Silla exterior resina · estilo clásico · Bimba,46,True,True,True,46,True,93,110,True,True,True,False,8,0,0,0,4,True,3,3,0,3,Balliu,Silla,2
balliu-silla-exterior-resina-estilo-funcional-0b607ec7,Silla exterior resina apilable · Selva,38,True,True,False,0,True,98,142,False,True,True,False,4,0,0,0,1,True,2,2,0,2,Balliu,Silla,2
balliu-silla-exterior-sin-brazos-resina-estilo-contemporaneo-49-cm-af080e9c,Silla exterior resina · Bruna,29,True,True,True,63,True,153,121,True,True,True,False,11,0,0,0,5,True,4,4,0,4,Balliu,Silla,2
balliu-silla-exterior-sin-brazos-resina-estilo-funcional-daabcdaf,Silla exterior resina · Vera,28,True,True,False,0,True,88,142,False,True,True,False,12,0,0,0,9,True,6,6,0,6,Balliu,Silla,2
balliu-silla-exterior-sin-brazos-estilo-contemporaneo-53-cm-cd07e7d6,Silla exterior resina · Venus,29,True,True,False,0,True,128,93,False,False,True,False,2,0,0,0,0,True,1,1,0,1,Balliu,Silla,2
balliu-silla-exterior-con-brazos-aluminio-estilo-elegante-58-cm-bc0c02ec,Silla exterior aluminio · tejido Balliu · Mila,46,True,True,True,60,True,122,123,True,True,True,False,6,0,0,0,5,True,4,4,0,4,Balliu,Silla,2
balliu-mesa-exterior-5d0fb586,Mesa auxiliar exterior resina decorativa · 48×48 cm · Mini Prestige,67,True,True,False,0,True,124,137,False,True,True,False,5,0,0,0,3,True,5,5,0,5,Balliu,Mesa,2
balliu-mesa-auxiliar-exterior-resina-48-cm-de421a42,Mesa auxiliar exterior resina · 48×48 cm · Eva Pro Mini,55,True,True,True,37,True,146,157,True,True,True,False,11,0,0,0,6,True,5,5,0,5,Balliu,Mesa,2
balliu-mesa-auxiliar-exterior-resina-48-cm-35554775,Mesa auxiliar exterior resina · 48×48 cm · Eva Pro BCN,54,True,True,True,37,True,98,164,True,True,True,False,8,0,0,0,2,True,5,5,0,5,Balliu,Mesa,2
balliu-mesa-auxiliar-exterior-aluminio-54-cm-6c7a42d9,Mesa auxiliar exterior aluminio · 48×48 cm tejido · Olimpia,59,True,True,True,39,True,150,119,True,True,True,False,11,0,0,0,4,True,48,48,0,48,Balliu,Mesa,2
balliu-mesa-auxiliar-exterior-aluminio-90b11e5b,Mesa auxiliar exterior aluminio · Ø42 cm · Noa,46,True,True,True,31,True,149,116,True,True,True,False,6,0,0,0,4,True,5,5,0,5,Balliu,Mesa,2
balliu-mesa-auxiliar-exterior-aluminio-60-cm-9c991818,Mesa auxiliar exterior · aluminio HPL 45×45 cm · Etna,53,True,True,True,39,True,154,112,True,True,True,False,5,0,0,0,2,True,15,15,0,15,Balliu,Mesa,2
balliu-mesa-exterior-resina-70-cm-33ce1613,Mesa exterior resina · Werzalit · Selva,39,True,True,True,29,True,148,157,True,True,True,False,7,0,0,0,2,True,5,5,0,5,Balliu,Mesa,2
balliu-mesa-exterior-aluminio-8080-cm-ef580ae2,Mesa exterior aluminio · HPL · Brunei,37,True,True,True,33,True,150,121,True,True,True,False,25,0,0,0,7,True,50,50,0,50,Balliu,Mesa,2
balliu-mesa-exterior-140-18090-cm-e4ec7d7c,Mesa extensible exterior aluminio · HPL · Atlanta,49,True,True,False,0,True,141,146,False,False,True,False,9,0,0,0,5,True,30,30,0,30,Balliu,Mesa,2
balliu-mesa-exterior-hpl-140-180100-cm-8e073aab,Mesa extensible exterior aluminio · HPL · Java,46,True,True,False,0,True,139,140,False,False,True,False,8,0,0,0,2,True,30,30,0,30,Balliu,Mesa,2
balliu-mesa-exterior-aluminio-7070-cm-724b0db0,Mesa exterior aluminio · HPL · Capri,36,True,True,True,33,True,147,105,True,True,True,False,25,0,0,0,10,True,50,50,0,50,Balliu,Mesa,2
balliu-mesa-alta-exterior-hpl-94512eab,Mesa alta exterior · aluminio HPL 110 cm,40,True,True,False,0,True,138,88,False,False,True,False,5,0,0,0,3,True,1,1,0,1,Balliu,Mesa,2
balliu-mesa-exterior-aluminio-7070-cm-1b61e6b6,Mesa exterior aluminio · HPL · Altea,36,True,True,False,0,True,93,140,False,True,True,False,9,0,0,0,3,True,20,20,0,20,Balliu,Mesa,2
balliu-mesa-exterior-aluminio-75-cm-dd745448,Mesa exterior aluminio · 75×75 cm · Ágata,41,True,True,False,0,True,98,137,False,True,True,False,8,0,0,0,6,True,2,2,0,2,Balliu,Mesa,2
balliu-mesa-exterior-aluminio-72-cm-72514f40,Mesa exterior aluminio · 72×72 cm · Nora,40,True,True,True,30,True,152,109,True,True,True,False,4,0,0,0,2,True,2,2,0,2,Balliu,Mesa,2
balliu-sofa-exterior-3-plazas-aluminio-estilo-elegante-62-cm-5e2ef268,Sofá exterior aluminio · estilo elegante | 62 cm,48,True,True,True,57,True,118,133,True,True,True,False,14,0,0,0,6,True,3,3,0,3,Balliu,Sofa,3
balliu-mesa-auxiliar-exterior-aluminio-54-cm-19d3d0ee,Mesa de centro exterior · aluminio HPL 74×54 cm · Olimpia Central,65,True,True,True,39,True,150,121,True,True,True,False,11,0,0,0,4,True,15,15,0,15,Balliu,Mesa,2
balliu-sofa-exterior-3-plazas-aluminio-estilo-contemporaneo-77-cm-674ab9a1,Sofá exterior aluminio · estilo contemporáneo | 77 cm,53,True,True,True,62,True,89,146,True,True,True,False,12,0,0,0,6,True,3,3,0,3,Balliu,Sofa,3
balliu-mesa-de-centro-exterior-aluminio-60-cm-510b363e,Mesa de centro exterior · aluminio HPL 110×60 cm,48,True,True,True,40,True,153,163,True,True,True,False,8,0,0,0,0,True,15,15,0,15,Balliu,Mesa,2
balliu-parasol-para-terraza-acrilico-236bd5f0,Parasol exterior acrílico · Ø200 cm · Pamela acrílico,53,True,True,False,0,True,138,151,False,True,True,False,4,0,0,0,3,True,24,24,0,24,Balliu,Parasol,3
balliu-parasol-para-terraza-f1ed8b8b,Parasol exterior tela · Ø200/Ø250 cm · Ocean tela,49,True,True,False,0,True,134,152,False,True,True,False,4,0,0,0,3,True,3,3,0,3,Balliu,Parasol,3
balliu-parasol-para-terraza-acrilico-c8dd492d,Parasol exterior acrílico · Ø200/Ø250 cm · Ocean acrílico,57,True,True,False,0,True,142,151,False,True,True,False,4,0,0,0,3,True,24,24,0,24,Balliu,Parasol,3
balliu-parasol-para-terraza-aluminio-300-cm-3b7e77d1,Parasol redondo exterior · aluminio Ø300 cm · Garbí,51,True,True,True,39,True,85,140,True,True,True,False,6,0,0,0,0,True,3,3,0,3,Balliu,Parasol,3
balliu-parasol-para-terraza-aluminio-300-cm-0ceba8e7,Parasol cuadrado exterior · aluminio 300×300 cm · Brisa,55,True,True,True,38,True,109,125,True,True,True,False,4,0,0,0,2,True,3,3,0,3,Balliu,Parasol,3
balliu-parasol-para-terraza-aluminio-300-cm-6c1e1224,Parasol lateral exterior · aluminio 300×300 cm · Roma,53,True,True,True,38,True,92,112,True,True,True,False,5,0,1,0,0,True,3,3,0,3,Balliu,Parasol,3
balliu-colchoneta-para-tumbona-0e9a3256,Colchoneta exterior para tumbona,32,False,True,False,0,True,133,145,False,True,True,False,4,0,0,0,4,True,6,6,0,6,Balliu,Tumbona,3
balliu-mobiliario-exterior-resina-28-cm-6264905d,Mobiliario exterior resina | 28 cm,34,False,True,False,0,True,103,127,False,True,True,False,7,0,0,0,7,True,1,1,0,1,Balliu,Mobiliario exterior,3
balliu-pie-de-parasol-c2147052,Pie de parasol · 40 kg,22,True,True,False,0,True,82,133,False,True,True,False,7,0,0,0,1,True,2,2,0,2,Balliu,Parasol,3
balliu-base-de-parasol-3ee8b72d,Base de hormigón para parasol,29,False,True,False,0,True,91,130,False,True,True,False,2,0,0,0,0,True,2,2,0,2,Balliu,Parasol,3
balliu-funda-protectora-exterior-686cc405,Funda protectora para tumbona exterior,38,False,True,False,0,True,101,150,False,True,True,False,2,0,0,0,0,True,3,3,0,3,Balliu,Funda,3
balliu-funda-protectora-exterior-acrilico-a1c16324,Funda protectora exterior acrílico,34,False,True,False,0,True,97,149,False,True,True,False,1,0,0,0,1,True,1,1,0,1,Balliu,Funda,3
balliu-funda-protectora-exterior-6f6d4953,Funda protectora para sofá exterior,35,False,True,False,0,True,98,152,False,True,True,False,2,0,0,0,0,True,3,3,0,3,Balliu,Funda,3
balliu-funda-protectora-exterior-340b2844,Funda protectora exterior,25,False,True,False,0,True,88,152,False,True,True,False,2,0,0,0,0,True,1,1,0,1,Balliu,Funda,3
