Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Cost per item
mesa-de-centro-exterior-125-cm-altura-38-cm,Mesa de centro exterior 125 cm · altura 38 cm,"<p>La mesa de centro complementa el conjunto con una superficie amplia y diseño armonioso. Resistente y funcional, es perfecta para completar salones exteriores con estilo.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 125 cm &nbsp;|&nbsp; Fondo: 60 cm &nbsp;|&nbsp; Alto: 38 cm</p>",Muebles Exterior,,Mesa centro,"exterior, terraza, jardín, mesa centro",TRUE,Title,Default Title,557-1092,0,shopify,10,deny,manual,256.20,310.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/mesa%20bellagio%20de%20centro.jpg,1,Mesa de centro exterior 125 cm · altura 38 cm,FALSE,Mesa de centro exterior 125 cm · altura 38 cm,"La mesa de centro complementa el conjunto con una superficie amplia y diseño armonioso. Resistente y funcional, es perfecta para completar salones exteriores con estilo.",active,171.00
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa-3,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 3,"<p>El Set incluye sofá de 2 plazas, sillones y mesa de centro, creando un espacio exterior elegante y cómodo. Ideal para terrazas que buscan equilibrio entre diseño y funcionalidad.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 2 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-1094,0,shopify,10,deny,manual,2057.85,2490.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739542760_BELLAGIO_9_N25_IA.jpg,1,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 3,FALSE,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 3,"El Set incluye sofá de 2 plazas, sillones y mesa de centro, creando un espacio exterior elegante y cómodo. Ideal para terrazas que buscan equilibrio entre diseño y funcionalidad.",active,1370.00
set-jardin-3-plazas-sofisticado-sofa-3-plazas-2-sillones-mesa-3,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa 3,"<p>El Set ofrece un salón exterior amplio con sofá de 3 plazas, sillones y mesa de centro. Su diseño sofisticado y confortable convierte cualquier terraza en un espacio acogedor.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 3 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-1095,0,shopify,10,deny,manual,2355.37,2850.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739542760_BELLAGIO_10_025_IA.jpg,1,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa 3,FALSE,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa ,"El Set ofrece un salón exterior amplio con sofá de 3 plazas, sillones y mesa de centro. Su diseño sofisticado y confortable convierte cualquier terraza en un espacio acogedor.",active,1568.00
sillon-exterior-estilo-estilizado-7069-cm,Sillón exterior · estilo estilizado | 70×69 cm,"<p>El sillón combina ligereza visual y comodidad en una pieza moderna para exterior. Su estructura resistente y asiento confortable lo convierten en un complemento perfecto para terrazas actuales.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 70 cm &nbsp;|&nbsp; Fondo: 64 cm &nbsp;|&nbsp; Alto: 69 cm</p>",Muebles Exterior,,Sillón,"exterior, terraza, jardín, sillón, hostelería",TRUE,Title,Default Title,600-010090,0,shopify,10,deny,manual,665.29,805.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sillon%20individual%20cloe.png,1,Sillón exterior · estilo estilizado | 70×69 cm,FALSE,Sillón exterior · estilo estilizado | 70×69 cm,El sillón combina ligereza visual y comodidad en una pieza moderna para exterior. Su estructura resistente y asiento confortable lo convierten en un complemento perfecto para terrazas actuales.,active,443.00
sofa-terraza-2-plazas-estilo-contemporaneo-16269-cm,Sofá terraza 2 plazas · estilo contemporáneo | 162×69 cm,"<p>El sofá de 2 plazas ofrece un diseño contemporáneo y acogedor. Ideal para espacios exteriores de tamaño medio, proporciona comodidad y estilo en cualquier terraza.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 162 cm &nbsp;|&nbsp; Fondo: 64 cm &nbsp;|&nbsp; Alto: 69 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 2 plazas, hostelería",TRUE,Title,Default Title,600-010091,0,shopify,10,deny,manual,946.28,1145.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sof%C3%A1%20de%202%20plazas%20cloe.png,1,Sofá terraza 2 plazas · estilo contemporáneo | 162×69 cm,FALSE,Sofá terraza 2 plazas · estilo contemporáneo | 162×69 cm,"El sofá de 2 plazas ofrece un diseño contemporáneo y acogedor. Ideal para espacios exteriores de tamaño medio, proporciona comodidad y estilo en cualquier terraza.",active,630.00
sofa-terraza-3-plazas-estilo-elegante-22069-cm,Sofá terraza 3 plazas · estilo elegante | 220×69 cm,"<p>El sofá de 3 plazas destaca por su amplitud y diseño elegante. Sus cojines cómodos y estructura sólida lo convierten en el protagonista perfecto del salón exterior.</p>
<ul>
  <li>Cojines con <strong>tapizado técnico para exterior</strong>, resistentes a la intemperie</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Diámetro: 220 cm &nbsp;|&nbsp; Fondo: 64 cm &nbsp;|&nbsp; Alto: 69 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 3 plazas, hostelería",TRUE,Title,Default Title,600-010092,0,shopify,10,deny,manual,1309.92,1585.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sofa%20de%203%20plazas%20clone.png,1,Sofá terraza 3 plazas · estilo elegante | 220×69 cm,FALSE,Sofá terraza 3 plazas · estilo elegante | 220×69 cm,El sofá de 3 plazas destaca por su amplitud y diseño elegante. Sus cojines cómodos y estructura sólida lo convierten en el protagonista perfecto del salón exterior.,active,872.00
reposapies-exterior-504540-cm,Reposapiés exterior · 50×45×40 cm,"<p>El reposapiés añade un extra de confort al conjunto, permitiendo extender la zona de descanso o utilizarlo como asiento auxiliar manteniendo la coherencia estética.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 50 cm &nbsp;|&nbsp; Fondo: 45 cm &nbsp;|&nbsp; Alto: 40 cm</p>",Muebles Exterior,,Reposapiés,"exterior, terraza, jardín, reposapiés",TRUE,Title,Default Title,600-010093,0,shopify,10,deny,manual,128.10,155.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/reposapi%C3%A9s%20cloe.png,1,Reposapiés exterior · 50×45×40 cm,FALSE,Reposapiés exterior · 50×45×40 cm,"El reposapiés añade un extra de confort al conjunto, permitiendo extender la zona de descanso o utilizarlo como asiento auxiliar manteniendo la coherencia estética.",active,86.00
sillon-exterior-estilo-elegante-6578-cm,Sillón exterior · estilo elegante | 65×78 cm,"<p>El sillón combina diseño contemporáneo y estructura resistente para crear un asiento cómodo y elegante en exteriores. Sus líneas modernas y cojines confortables ofrecen una experiencia de descanso relajada, ideal para terrazas y jardines actuales.</p>
<ul>
  <li>Cojines con <strong>tapizado técnico para exterior</strong>, resistentes a la intemperie</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 65 cm &nbsp;|&nbsp; Fondo: 66 cm &nbsp;|&nbsp; Alto: 78 cm</p>",Muebles Exterior,,Sillón,"exterior, terraza, jardín, sillón, hostelería",TRUE,Title,Default Title,557-011090,0,shopify,10,deny,manual,351.24,425.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sillon%20odin.jpg,1,Sillón exterior · estilo elegante | 65×78 cm,FALSE,Sillón exterior · estilo elegante | 65×78 cm,"El sillón combina diseño contemporáneo y estructura resistente para crear un asiento cómodo y elegante en exteriores. Sus líneas modernas y cojines confortables ofrecen una experiencia de descanso relajada, ideal para terrazas y jardines actuales.",active,234.00
sofa-terraza-2-plazas-estilo-contemporaneo-12078-cm,Sofá terraza 2 plazas · estilo contemporáneo | 120×78 cm,"<p>El sofá de 2 plazas es perfecto para espacios exteriores de tamaño medio. Su diseño equilibrado y su estructura robusta garantizan estabilidad y durabilidad, mientras que sus cojines amplios aportan confort y estilo.</p>
<ul>
  <li>Cojines con <strong>tapizado técnico para exterior</strong>, resistentes a la intemperie</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 120 cm &nbsp;|&nbsp; Fondo: 66 cm &nbsp;|&nbsp; Alto: 78 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-011091,0,shopify,10,deny,manual,595.04,720.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/odin%202%20plazas.jpg,1,Sofá terraza 2 plazas · estilo contemporáneo | 120×78 cm,FALSE,Sofá terraza 2 plazas · estilo contemporáneo | 120×78 cm,"El sofá de 2 plazas es perfecto para espacios exteriores de tamaño medio. Su diseño equilibrado y su estructura robusta garantizan estabilidad y durabilidad, mientras que sus cojines amplios aportan confort y estilo.",active,396.00
sofa-terraza-3-plazas-estilo-sofisticado-17578-cm,Sofá terraza 3 plazas · estilo sofisticado | 175×78 cm,"<p>El sofá de 3 plazas aporta amplitud y presencia en cualquier terraza. Su asiento profundo y diseño moderno lo convierten en el protagonista ideal para crear un salón exterior cómodo y sofisticado.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 175 cm &nbsp;|&nbsp; Fondo: 66 cm &nbsp;|&nbsp; Alto: 78 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-011092,0,shopify,10,deny,manual,780.99,945.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/odin%203%20plazas.jpg,1,Sofá terraza 3 plazas · estilo sofisticado | 175×78 cm,FALSE,Sofá terraza 3 plazas · estilo sofisticado | 175×78 cm,El sofá de 3 plazas aporta amplitud y presencia en cualquier terraza. Su asiento profundo y diseño moderno lo convierten en el protagonista ideal para crear un salón exterior cómodo y sofisticado.,active,520.00
mesa-de-centro-exterior-90-cm-altura-41-cm,Mesa de centro exterior 90 cm · altura 41 cm,"<p>La mesa de centro destaca por su formato compacto y funcional. Resistente y preparada para exterior, es ideal para completar conjuntos modernos aportando superficie de apoyo práctica y elegante.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 90 cm &nbsp;|&nbsp; Fondo: 50 cm &nbsp;|&nbsp; Alto: 41 cm</p>",Muebles Exterior,,Mesa centro,"exterior, terraza, jardín, mesa centro",TRUE,Title,Default Title,557-011075,0,shopify,10,deny,manual,231.40,280.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/mesa%20saipros%2090.jpg,1,Mesa de centro exterior 90 cm · altura 41 cm,FALSE,Mesa de centro exterior 90 cm · altura 41 cm,"La mesa de centro destaca por su formato compacto y funcional. Resistente y preparada para exterior, es ideal para completar conjuntos modernos aportando superficie de apoyo práctica y elegante.",active,154.00
mesa-de-centro-exterior-120-cm-altura-41-cm,Mesa de centro exterior 120 cm · altura 41 cm,"<p>La mesa ofrece una superficie amplia perfecta para conjuntos de mayor tamaño. Su diseño limpio y estructura sólida garantizan resistencia y armonía estética en terrazas contemporáneas.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 120 cm &nbsp;|&nbsp; Fondo: 60 cm &nbsp;|&nbsp; Alto: 41 cm</p>",Muebles Exterior,,Mesa centro,"exterior, terraza, jardín, mesa centro",TRUE,Title,Default Title,557-011076,0,shopify,10,deny,manual,322.31,390.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/mesa%20120%20odin.jpg,1,Mesa de centro exterior 120 cm · altura 41 cm,FALSE,Mesa de centro exterior 120 cm · altura 41 cm,La mesa ofrece una superficie amplia perfecta para conjuntos de mayor tamaño. Su diseño limpio y estructura sólida garantizan resistencia y armonía estética en terrazas contemporáneas.,active,215.00
set-jardin-2-plazas-moderno-sofa-2-plazas-2-sillones-mesa-2,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa 2,"<p>El Set incluye sofá de 2 plazas, sillones y mesa de centro, creando un conjunto completo y equilibrado. Diseñado para aportar comodidad y estilo en exterior, es ideal para terrazas acogedoras y modernas.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 2 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-011094,0,shopify,10,deny,manual,1528.93,1850.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/odin%207.png,1,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa 2,FALSE,Set jardín 2 plazas · moderno | sofá 2 plazas + 2 sillones + mesa 2,"El Set incluye sofá de 2 plazas, sillones y mesa de centro, creando un conjunto completo y equilibrado. Diseñado para aportar comodidad y estilo en exterior, es ideal para terrazas acogedoras y modernas.",active,1018.00
set-jardin-3-plazas-elegante-sofa-3-plazas-2-sillones-mesa,Set jardín 3 plazas · elegante | sofá 3 plazas + 2 sillones + mesa,"<p>El Set ofrece una composición amplia con sofá de 3 plazas, sillones y mesa de centro. Su diseño contemporáneo y asientos cómodos lo convierten en una solución perfecta para crear un salón exterior elegante.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 3 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-011095,0,shopify,10,deny,manual,1805.79,2185.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/set%20odin%208.png,1,Set jardín 3 plazas · elegante | sofá 3 plazas + 2 sillones + mesa,FALSE,Set jardín 3 plazas · elegante | sofá 3 plazas + 2 sillones + mesa,"El Set ofrece una composición amplia con sofá de 3 plazas, sillones y mesa de centro. Su diseño contemporáneo y asientos cómodos lo convierten en una solución perfecta para crear un salón exterior elegante.",active,1202.00
sillon-exterior-estilo-versatil-76100-cm,Sillón exterior · estilo versátil | 76×100 cm,"<p>El sillón destaca por su diseño actual y líneas definidas. Fabricado para uso exterior, combina resistencia estructural y comodidad en una pieza versátil ideal para terrazas modernas.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 76 cm &nbsp;|&nbsp; Fondo: 70 cm &nbsp;|&nbsp; Alto: 100 cm</p>",Muebles Exterior,,Sillón,"exterior, terraza, jardín, sillón, hostelería",TRUE,Title,Default Title,557-010726,0,shopify,10,deny,manual,409.09,495.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sillon%20albania.jpg,1,Sillón exterior · estilo versátil | 76×100 cm,FALSE,Sillón exterior · estilo versátil | 76×100 cm,"El sillón destaca por su diseño actual y líneas definidas. Fabricado para uso exterior, combina resistencia estructural y comodidad en una pieza versátil ideal para terrazas modernas.",active,273.00
sofa-terraza-2-plazas-estilo-contemporaneo-145100-cm,Sofá terraza 2 plazas · estilo contemporáneo | 145×100 cm,"<p>El sofá de 2 plazas ofrece confort y estilo en un formato compacto. Su estructura sólida y cojines confortables garantizan una experiencia agradable al aire libre.</p>
<ul>
  <li>Cojines con <strong>tapizado técnico para exterior</strong>, resistentes a la intemperie</li>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 145 cm &nbsp;|&nbsp; Fondo: 70 cm &nbsp;|&nbsp; Alto: 100 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-010727,0,shopify,10,deny,manual,648.76,785.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/albania%20%20(2).jpg,1,Sofá terraza 2 plazas · estilo contemporáneo | 145×100 cm,FALSE,Sofá terraza 2 plazas · estilo contemporáneo | 145×100 cm,El sofá de 2 plazas ofrece confort y estilo en un formato compacto. Su estructura sólida y cojines confortables garantizan una experiencia agradable al aire libre.,active,432.00
sofa-terraza-3-plazas-estilo-sofisticado-212100-cm,Sofá terraza 3 plazas · estilo sofisticado | 212×100 cm,"<p>El sofá de 3 plazas aporta amplitud y elegancia al espacio exterior. Con asiento profundo y diseño equilibrado, es ideal para crear ambientes acogedores y sofisticados.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Diámetro: 212 cm &nbsp;|&nbsp; Fondo: 70 cm &nbsp;|&nbsp; Alto: 100 cm</p>",Muebles Exterior,,Sofá,"exterior, terraza, jardín, sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-010728,0,shopify,10,deny,manual,822.31,995.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/albania%20%20(1).jpg,1,Sofá terraza 3 plazas · estilo sofisticado | 212×100 cm,FALSE,Sofá terraza 3 plazas · estilo sofisticado | 212×100 cm,"El sofá de 3 plazas aporta amplitud y elegancia al espacio exterior. Con asiento profundo y diseño equilibrado, es ideal para crear ambientes acogedores y sofisticados.",active,548.00
set-jardin-2-plazas-elegante-sofa-2-plazas-2-sillones-mesa-4,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 4,"<p>El Set incluye sofá de 2 plazas, sillones y mesa de centro, formando un conjunto armonioso y funcional. Ideal para crear terrazas elegantes con un equilibrio perfecto entre diseño y comodidad.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 2 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 2 plazas, hostelería",TRUE,Title,Default Title,557-010729,0,shopify,10,deny,manual,1921.49,2325.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739535555_ALBANIA_09.jpg,1,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 4,FALSE,Set jardín 2 plazas · elegante | sofá 2 plazas + 2 sillones + mesa 4,"El Set incluye sofá de 2 plazas, sillones y mesa de centro, formando un conjunto armonioso y funcional. Ideal para crear terrazas elegantes con un equilibrio perfecto entre diseño y comodidad.",active,1279.00
set-jardin-3-plazas-sofisticado-sofa-3-plazas-2-sillones-mesa-4,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa 4,"<p>El Set ofrece un salón exterior amplio y sofisticado con sofá de 3 plazas, sillones y mesa de centro. Diseñado para disfrutar del aire libre con máximo confort.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Composición completa: <strong>sofá 3 plazas + 2 sillones + mesa de centro</strong> (todo incluido en el precio, listo para montar)</li>
  <li>Apto para uso residencial y proyectos de <strong>hostelería y contract</strong> (hoteles, restaurantes, terrazas de establecimientos)</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>",Muebles Exterior,,Conjunto sofá,"exterior, terraza, jardín, conjunto sofá, 3 plazas, hostelería",TRUE,Title,Default Title,557-010730,0,shopify,10,deny,manual,2144.63,2595.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/1739535555_ALBANIA-10.jpg,1,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa 4,FALSE,Set jardín 3 plazas · sofisticado | sofá 3 plazas + 2 sillones + mesa ,"El Set ofrece un salón exterior amplio y sofisticado con sofá de 3 plazas, sillones y mesa de centro. Diseñado para disfrutar del aire libre con máximo confort.",active,1428.00
reposapies-exterior-855043-cm,Reposapiés exterior · 85×50×43 cm,"<p>El reposapiés añade un extra de confort al conjunto, permitiendo extender la zona de descanso o utilizarlo como asiento auxiliar. Su diseño mantiene la coherencia estética del espacio exterior.</p>
<ul>
  <li>Resistente a <strong>rayos UV, lluvia y humedad</strong> — preparado para exterior durante todo el año</li>
  <li>Mantenimiento mínimo: no requiere tratamientos ni almacenamiento en invierno</li>
  <li>Transporte sencillo y <strong>montaje sin herramientas especiales</strong></li>
</ul>
<p><strong>Dimensiones:</strong> Ancho: 85 cm &nbsp;|&nbsp; Fondo: 50 cm &nbsp;|&nbsp; Alto: 43 cm</p>",Muebles Exterior,,Reposapiés,"exterior, terraza, jardín, reposapiés",TRUE,Title,Default Title,557-0185,0,shopify,10,deny,manual,243.80,295.00,TRUE,TRUE,https://hevea.es/mpcrm/imgs/uploads/sillon%20albania.jpg,1,Reposapiés exterior · 85×50×43 cm,FALSE,Reposapiés exterior · 85×50×43 cm,"El reposapiés añade un extra de confort al conjunto, permitiendo extender la zona de descanso o utilizarlo como asiento auxiliar. Su diseño mantiene la coherencia estética del espacio exterior.",active,163.00
